Image Path,Face Width,Left Eyebrow,Right Eyebrow,Mouth Openness,Left Eye Openness,Right Eye Openness,Vertical Tilt,Horizontal Tilt
output_frames/processed_frame_1733989646588.jpg,127.88967936414089,17.3645996437107,17.295338417872635,6.455940910427986,6.206953658568523,6.048204855706404,1.3503618894554839,150.96620622594185
output_frames/processed_frame_1733989664306.jpg,135.27284225926874,21.57005663189569,19.902646735061158,2.5781096998063484,6.809107123638557,6.360329816349251,4.054869569730859,157.5016040354273
output_frames/processed_frame_1733989729309.jpg,132.48599882860105,19.52480171036729,18.835109941828826,2.5037512060717675,6.817741741633057,6.594547861219713,2.0975544574561567,150.4507779578596
output_frames/processed_frame_1733989749217.jpg,151.44157191567658,22.21548788068241,20.720122584621798,0.3742916775181151,8.538119827998173,8.134087713382122,3.3010352541691743,148.79399801664155
output_frames/processed_frame_1733989750878.jpg,169.99601966285127,27.784848853747395,27.97830815103352,2.015911958142633,6.842084287722524,6.601637898239585,0.5615355613327294,139.8577436913458
output_frames/processed_frame_1733989833749.jpg,127.46929142050196,18.710298347258483,18.325602394877674,1.5998983072438626,7.386386995205171,7.3770500215168875,1.5232131593856082,146.8454549081732
output_frames/processed_frame_1733989837485.jpg,131.69927167698395,18.18626666278516,18.626257976585695,1.191649437322755,7.095580070313037,7.092825435361723,0.9980934917042439,140.75788071254624
output_frames/processed_frame_1733989839144.jpg,128.97460917839905,18.33221314737104,17.949355101544704,1.4961247744454824,7.387484097394646,7.255182950163167,1.2360843534331611,147.3951509621032
output_frames/processed_frame_1733989840778.jpg,135.40795821245686,19.97282548451311,19.417773544096843,1.6556676693720167,7.011987623645309,6.943445266485668,2.0866075203023917,154.36662846213233
output_frames/processed_frame_1733989841882.jpg,132.7583284444795,18.935929600156722,18.003376964245668,1.005103676937675,7.202900813399988,7.155352770496665,2.512490409772129,152.09586620805052
output_frames/processed_frame_1733989844101.jpg,135.96384011804213,19.389019350855197,18.3167620631871,0.996854693931779,7.5682546375958335,7.48362212263873,3.84557079283455,152.5382814390718
output_frames/processed_frame_1733989845742.jpg,140.56229996463867,18.594661098792265,18.60038637516004,23.124906890436996,8.105948114354916,8.257131908492298,1.2404799618943514,145.78709922456832
output_frames/processed_frame_1733989847928.jpg,141.14793168668808,20.648789291259344,20.078549933825506,20.385643464159195,6.811394827930318,6.756958640528594,1.2225316823733456,144.31274983263654
output_frames/processed_frame_1733989850154.jpg,141.32197879899988,20.271550503500475,20.014894958489617,16.365838659824497,6.166924735138729,6.019639005001133,0.8789496697997757,140.81851726386708
output_frames/processed_frame_1733989851794.jpg,141.26376951529937,20.72674714412955,20.40408217220391,12.036196467190651,7.055248563224978,7.041609882258355,1.144379978666896,140.30977259708322
output_frames/processed_frame_1733989853448.jpg,139.4801091068389,20.789952922541264,20.028008990278515,6.068087361165886,6.512666304339148,6.473593559179266,1.7153016189602919,143.62290345479366
output_frames/processed_frame_1733989855081.jpg,138.5697248186218,22.13405649838389,22.122581073350812,1.754397474943308,5.559298684564114,5.784259951397859,1.9637941425468557,145.00937155244412
output_frames/processed_frame_1733989856733.jpg,140.5303425004366,20.774367360893187,20.37325130764215,13.069469820041078,6.831264690050029,6.649263676342827,0.6502644783504974,138.3697376898735
output_frames/processed_frame_1733989858402.jpg,139.99063238816586,19.56616960938332,19.405838194038264,15.994514540459427,6.659219816011222,6.470159930946881,0.2777733313940853,136.0475100698542
output_frames/processed_frame_1733989860043.jpg,138.3042121287831,19.6905759793745,19.371805375494855,18.36698696725782,6.326110524008766,6.103974522596757,0.05961711352403515,136.35003755967176
output_frames/processed_frame_1733989861686.jpg,138.16819767224894,19.632308945377403,19.280235431196246,10.661884162303233,6.097389483471019,5.930236668194361,1.1132018525238576,140.22923716051778
output_frames/processed_frame_1733989863334.jpg,137.70067064682237,19.773081735396463,19.284413755061934,15.255507443554226,6.206048983950801,6.086231157616419,0.7823764226719178,140.10037869136931
output_frames/processed_frame_1733989864990.jpg,134.35014917612492,21.323312986087398,20.22822884494416,1.0899456787162887,5.976629148358842,5.766732644151946,3.0689196771132807,147.53837052495675
output_frames/processed_frame_1733990182025.jpg,219.0009196253263,28.95870909478181,26.9441426211246,2.534887276746656,16.024056392094543,15.312098559593494,4.000048047525016,165.18743904985934
output_frames/processed_frame_1733990185286.jpg,207.6954582190765,28.086851342449563,29.00041419672287,2.2108829223434157,12.174412799619114,12.368281908298387,0.4654934586235652,146.989564151764
output_frames/processed_frame_1733990186936.jpg,207.1957999877412,29.229429588718265,31.14691140211132,2.112038006178475,11.027188492623877,11.675019417054024,2.869771347523773,144.20786540900983
output_frames/processed_frame_1733990188580.jpg,208.47658024657883,20.032005105331535,25.118533853476073,2.8020940817781037,15.650874621954307,16.130160200496935,6.478852080889355,155.06292621177747
output_frames/processed_frame_1733990190231.jpg,201.5449716820071,27.411349254611217,25.412878648040223,1.8735756501558036,12.157976280307672,11.551386275523074,2.8384380433675633,156.53296227560347
output_frames/processed_frame_1733990191881.jpg,209.4485823333842,29.834191764746183,31.937309743007436,24.361574467154426,10.24316080126909,10.153263412976068,2.611440301651262,140.6210200509838
output_frames/processed_frame_1733990193531.jpg,197.94287775746693,29.803334771071068,29.83501753589621,1.9380704452291155,11.496630749393077,11.647058199052633,0.6005717962848403,148.74288558661482
output_frames/processed_frame_1733990195180.jpg,194.52468808934663,27.81781676164018,27.528100383089892,1.8252886618375288,11.823120638325236,11.555601398289518,0.23351180891694082,151.31555323088566
output_frames/processed_frame_1733990196847.jpg,202.30248760562895,28.396045209509364,26.89938794216538,0.5436865520936579,15.453834912925004,14.760979745551532,3.0064466640130614,165.9174146521022
output_frames/processed_frame_1733990198478.jpg,218.45640616031892,30.42991642170826,29.658583928246486,1.2094951280330546,16.155001539771998,15.813492865410334,0.29296463161936387,165.4311492838851
output_frames/processed_frame_1733990200128.jpg,193.42519847828999,28.34857714832281,28.301269147817177,0.065784164012203,11.369295296314789,11.650395863840533,0.43227765635972437,151.55286387739082
output_frames/processed_frame_1733990201229.jpg,189.90317598028682,28.72444560849271,27.613073987384677,1.2954570682666917,11.783888851272366,11.872643506219049,3.3897667649781362,153.71968191249434
output_frames/processed_frame_1733990202879.jpg,167.75335932115874,21.380036224510576,23.93745944516577,1.4624340607391098,8.460351018008263,9.025427262076269,4.309798091964773,136.32512059963125
output_frames/processed_frame_1733990204528.jpg,173.27873658110335,26.05809331944042,25.093952899467393,1.3950970317421174,8.549391958226584,8.442474503187336,2.1745182367221636,157.46202415268348
output_frames/processed_frame_1733990206179.jpg,170.46878088302626,20.07722645807986,21.650167018979367,1.768768604450331,10.609691669741379,10.829055678174692,3.1572788187519043,152.79033407348464
output_frames/processed_frame_1733990207834.jpg,173.06012242253703,21.990551256972367,23.302021183612894,1.1598748229653286,9.222766606314742,9.422412543685274,1.5897180477062791,156.89371279961335
output_frames/processed_frame_1733990209492.jpg,171.54985522595925,22.230072395337952,21.831084363983578,0.6752987430491821,10.247787873318128,10.281169120190816,0.9393910512741339,154.39063856607922
output_frames/processed_frame_1733990211127.jpg,171.92641135279538,23.26552589706827,22.537130040396825,0.5772562513750868,9.395365187766723,9.167347656695897,1.3713010528079848,152.65674871736417
output_frames/processed_frame_1733990212779.jpg,170.40256808246608,24.43708186339929,23.22180249188557,1.6119571513726745,9.91795851773851,9.750684368181442,3.6476819157945664,153.06190076088993
output_frames/processed_frame_1733990224331.jpg,171.23225947623752,22.35237601299306,22.743954345134583,1.4408642731547217,10.190752490469983,9.77110406014374,0.7395156684504526,157.32001053360625
output_frames/processed_frame_1733990225982.jpg,163.11614428784463,20.480624382666402,24.92974659841143,1.2208900847910757,9.579550283004858,10.367324891796391,8.400870009132568,116.67391637390273
output_frames/processed_frame_1733991836250.jpg,110.74943869135015,15.156660026742491,15.012315617792646,1.273712655233532,6.026000884564091,5.975556846137415,1.2889525404352253,146.2927741391491
output_frames/processed_frame_1733991840913.jpg,112.59277493760827,15.17050951421292,15.524214958154362,1.4002312706167728,5.4458254505708465,5.390680086267803,1.5516361734423991,139.59491894583184
output_frames/processed_frame_1733991843119.jpg,111.73101706095044,14.319546408730812,14.748977196879856,1.3385206268234615,6.362253175360981,6.308318367070604,1.0421280810585176,144.22005913325606
output_frames/processed_frame_1733992318911.jpg,225.69101123957228,25.06958960586603,27.197887102436773,1.456035001588783,13.968982112911007,14.308323158478776,2.7365322675431476,157.00817487418482
output_frames/processed_frame_1733992322123.jpg,190.49858748358386,31.230754469051856,30.54460280665776,1.84020885296911,9.826674654042957,9.455383372915648,0.6158574901598319,134.9931362419823
output_frames/processed_frame_1733992323804.jpg,153.6709636766723,22.006178568206447,22.713034670384708,1.330598758635843,8.802103544592052,8.99452061723219,1.7240332419048734,142.0225667261135
output_frames/processed_frame_1733992496547.jpg,174.73625429435504,20.070706341880424,20.03883905461898,1.2378267618885876,11.937144106542874,11.918493116403832,0.7139258753495525,154.63642471288526
output_frames/processed_frame_1733992498665.jpg,165.5459338956153,22.476347301598437,23.60631689377101,1.376254074275344,9.213474880336369,9.479853296271934,1.6298996124628766,151.08505895185556
output_frames/processed_frame_1733992500328.jpg,165.05993424897792,26.36981653988568,25.798735213000246,9.522770340326606,7.0720208200674985,6.596574182684938,2.0758368209949913,139.23097070678574
output_frames/processed_frame_1733992501445.jpg,163.27467940836203,27.29350709268746,26.965000079096335,4.515818352145447,6.87866747400249,6.447429733078935,1.3962279699533577,137.45810112699039
output_frames/processed_frame_1733992502540.jpg,170.412001655963,26.697137793814296,27.13084558317587,4.908294539650681,9.938017375408178,10.16294624517766,0.5307547406859485,140.25492249923482
output_frames/processed_frame_1733992503625.jpg,177.2647337331329,21.516850516126063,24.698042625102005,1.3965432110736988,10.691170441529696,11.155783273231776,7.250813637440197,133.89778080136506
output_frames/processed_frame_1733992760197.jpg,117.33757686574457,17.503616517730006,17.163890425174,1.1443383385666768,5.122636563714791,5.06206248844768,1.5893383044815568,146.36362024234552
output_frames/processed_frame_1733992762868.jpg,121.69987544620481,17.631461319014573,17.30563332840229,14.873132176516236,5.743837050483023,5.5876999811656205,0.28091951546239086,136.6195800073255
output_frames/processed_frame_1733992764531.jpg,119.45529979648059,17.606701896275574,17.804555842564582,1.5414052414705013,5.698210151070547,5.699812079473093,1.087012920941416,138.80063081437578
output_frames/processed_frame_1733992904698.jpg,181.96705725520843,22.62871727872439,22.63404077534533,2.3490260099227096,11.469608037141942,11.433526281595931,0.8506438330417381,150.9599184256626
output_frames/processed_frame_1733992907360.jpg,183.84644743049162,25.927875959050603,25.394016577085676,41.58205622808691,10.46014997922784,9.86209948414653,0.9772723242507447,142.29553179265454
output_frames/processed_frame_1733992939586.jpg,169.61039226488217,27.997651273051492,28.24245153371527,2.4025225531915533,7.541532042384118,7.436624512304302,0.8848688305462674,139.3005971994988
output_frames/processed_frame_1733992941748.jpg,167.11089409927746,27.225452154582737,27.152315881333514,1.5091130326116118,6.761370979257018,6.7694036651018505,1.5054591330056157,143.3032716410143
output_frames/processed_frame_1733992943357.jpg,168.50057883882417,28.032863858816594,28.221258043510936,1.4450560691702463,7.700514989089633,7.644260176050023,1.1549134032306212,141.43469283437705
output_frames/processed_frame_1733992945018.jpg,169.27451929523266,27.8965971610586,27.792927264146456,1.7487605165149307,7.2223004474525,7.1574653947095825,1.189328311410361,142.04958506041905
output_frames/processed_frame_1733993083822.jpg,234.44600636246335,20.40016555059098,20.902617034475604,2.5963404313782035,17.723778326634733,18.131577865140578,1.0115378045073486,162.5843290913901
output_frames/processed_frame_1733993087041.jpg,217.53614253958852,23.124331799605226,26.382558507919203,2.089176080376064,14.413249168761105,15.576423440070684,3.7048211377525404,147.2920621531053
output_frames/processed_frame_1733993088678.jpg,219.99989070676725,25.509232708230048,26.541200592619596,1.1417338130674202,13.854419671317766,14.801226619872304,0.7081059952918031,159.3441565555522
output_frames/processed_frame_1733993090335.jpg,206.63176813393036,25.19505887709028,26.797687148501605,0.993944832829485,13.187487316241445,13.345001752644027,1.5260024628317597,152.00653949399927
output_frames/processed_frame_1733993091968.jpg,202.49285413962295,25.457192303147966,25.755010949585245,0.8264067816957994,12.963350705371896,12.728702792015067,0.6590527379597378,153.94515990110585
output_frames/processed_frame_1733993093641.jpg,195.12769462757132,25.43049989739136,25.494813100275366,0.7200102996133511,12.243751967658685,12.315223912602303,0.6341120551306094,154.07222697122978
output_frames/processed_frame_1733993094726.jpg,198.53467084484413,29.434472506339066,29.524220711943602,1.608476324636255,9.82439648502081,10.129932749519686,0.7706307568953202,154.69361345566497
output_frames/processed_frame_1733993095811.jpg,207.20944868133364,26.62154687651128,28.575269683651108,1.0929678587872413,11.904555908616283,12.880588774357104,1.147825513506232,151.0857915985516
output_frames/processed_frame_1733993156337.jpg,229.12230051211847,26.234804903962743,23.772844737958863,1.9283559097690102,16.596535548717828,15.952450600086753,2.8574527168085413,164.50304985661174
output_frames/processed_frame_1733993159009.jpg,224.88497241009173,30.961428285211095,28.510771456699757,1.7495423256680296,12.828281460569423,12.876401616455196,4.286009749219829,164.0641049562745
output_frames/processed_frame_1733993160657.jpg,209.80895755268102,28.913481533625745,26.240719142680398,1.7805571743423707,13.637249502497616,12.950457341701025,4.4776269056306255,157.81454715056324
output_frames/processed_frame_1733993429503.jpg,138.3352354744902,18.83974462246044,18.265818773216655,0.6007117703787408,6.982014683928155,7.0614131860884655,1.708085371121662,146.6342206119667
output_frames/processed_frame_1733993432155.jpg,140.61231625157896,19.188593469452382,18.87257945942079,1.932019153614974,7.628113241489409,7.737511803492212,1.4610859423287699,146.43760911937778
output_frames/processed_frame_1733993433793.jpg,141.8935980381935,19.429388219406437,20.26900971235094,1.1747938222194536,7.598373183037215,7.855336614926052,1.9663941088080688,140.21943042932352
output_frames/processed_frame_1733993434905.jpg,139.13259070889936,21.007031154262837,21.02530370364093,8.25133717521627,9.314656071231022,9.248755334631529,0.6611764316003675,141.89547470473187
output_frames/processed_frame_1733993435994.jpg,142.93992846484312,21.680071342008706,21.541503292852237,29.358404428167738,8.866790657114485,8.877574855535743,1.227540411293268,143.02246067265864
output_frames/processed_frame_1733993437093.jpg,142.36118646852515,20.345075736696927,20.5614287773482,24.908256827764838,8.263630481226418,8.366366270702073,0.058792693385272134,138.1696770330739
output_frames/processed_frame_1733993438212.jpg,140.83471951325242,19.90019770508875,20.703717174001003,9.125905706371292,7.364742641852916,7.514681483590429,1.494781333018383,136.3378768804327
output_frames/processed_frame_1733993439290.jpg,139.6549796727482,19.770023374003006,21.254035983121213,1.75825415974007,6.4692688891200865,6.4393226480169705,3.2439603048359658,133.45417232083435
output_frames/processed_frame_1733993440385.jpg,139.93099567250965,16.705830540282058,18.482864964404765,1.5900752993215854,7.400360098308936,7.520967192856058,2.5575694457412887,141.98827123772978
output_frames/processed_frame_1733994029190.jpg,173.75806068403577,26.940083547389474,26.058603466078257,2.2744525335314645,9.865350597057377,10.08338321602645,1.819960869044172,149.34768352212964
output_frames/processed_frame_1733994031377.jpg,166.21672146792937,29.958823047451492,29.33151014226117,1.4798715239398497,5.971360688920476,5.949999624314489,0.8621184187108419,134.68832785095293
output_frames/processed_frame_1733994032977.jpg,169.84620852460733,27.52077530402452,27.888056589729377,3.109250808776089,9.438820652066294,9.574496284929623,0.5485133207495357,138.862523947199
